,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6,feature_feature_7,feature_feature_8
3316,454,509,51,1674,507,2928,813,653,1359
3317,2554,1565,357,2928,2485,2063,920,224,3097
3318,454,911,937,1498,2323,725,653,920,224
3319,1948,421,2481,2928,2485,2928,920,224,393
3320,1199,619,3022,2024,861,2484,3084,920,224
3321,2347,3152,1356,1361,2323,2527,2063,920,224
3322,1234,3152,357,1979,653,2668,846,920,224
3323,2846,619,1541,653,1304,48,920,224,810
3324,1948,1565,899,507,861,2427,653,920,1144
3325,1234,3152,51,1674,507,653,2322,3166,2323
3326,1234,3152,357,1629,653,856,861,920,224
3327,1121,619,937,2483,653,1225,1047,920,224
3328,308,3152,1301,1657,1047,2939,3164,920,224
3329,3040,3152,1301,653,54,757,920,224,810
3330,1234,3152,2300,450,861,2484,861,920,1144
3331,2347,1222,2963,1329,861,1892,48,920,224
3332,515,294,1301,192,2928,473,3023,920,224
3333,515,294,591,2108,2323,2610,356,920,1144
3334,1234,3152,1538,2716,846,1881,1649,920,224
3335,1234,3152,2984,861,2484,3164,920,224,3097
3336,1948,3152,1936,1014,2323,1963,2928,920,224
3337,1121,1417,1952,846,609,757,920,224,810
3338,2846,2918,1883,798,846,1881,3164,920,224
3339,515,3152,2121,1253,846,2320,1649,920,224
3340,2846,2918,1301,653,1304,1649,920,224,3097
3341,1051,216,2872,798,653,1634,48,920,224
3342,2554,619,1541,48,1085,920,1907,2185,2538
3343,515,294,2984,653,2668,757,920,224,3097
3344,1948,421,2687,563,2024,2323,2610,3084,920
3345,1234,3152,2984,3052,2928,2012,2003,920,224
3346,1948,421,1936,861,1955,1085,920,224,2867
3347,515,1222,2663,2024,861,1791,861,920,224
3348,1726,294,591,2628,989,861,1974,1649,920
3349,670,619,1707,1202,2928,2738,1047,920,224
3350,1449,1535,2090,861,2484,1085,920,224,3097
3351,1234,3152,2121,798,653,856,861,920,224
3352,1234,3152,1030,1832,653,3076,48,920,224
3353,2598,3152,967,1750,2928,1825,653,920,224
3354,1951,421,1053,2257,861,489,2063,920,224
3355,2846,3152,2984,2323,2298,48,920,224,810
3356,1948,3152,2481,1788,2323,2704,3164,920,224
3357,438,2005,2640,653,210,1649,920,224,810
3358,1726,1417,51,475,507,653,2853,653,297
3359,1234,3152,51,475,507,861,800,2928,1641
3360,308,3152,2872,507,48,861,920,224,2798
3361,2347,433,642,933,3109,861,960,115,3164
3362,2858,1417,642,933,1463,2928,1605,2323,920
3363,1550,1191,2963,1047,644,1649,920,224,3097
3364,1948,421,2481,1824,2928,809,48,920,224
3365,308,2937,2323,1776,1649,920,224,810,3142
3366,1948,1565,981,2928,80,2928,920,224,810
3367,2598,433,2066,2407,1159,2928,1679,2063,920
3368,1550,1417,1792,1401,861,152,1085,920,1907
3369,308,3152,1779,626,2928,1679,846,920,1907
3370,1550,509,747,1498,861,231,861,920,1907
3371,1234,3152,2984,653,54,2063,920,224,810
3372,2248,1417,677,2928,188,2063,920,1907,2185
3373,1521,1191,1541,991,861,2611,653,920,1907
3374,515,3152,677,653,1932,846,920,1907,2185
3375,1121,2918,1707,861,231,2282,920,224,3097
3376,2605,509,2192,656,653,3164,920,224,810
3377,2846,3152,1364,507,1047,1188,1085,920,1907
3378,438,619,2979,1127,2928,2485,1085,920,224
3379,1948,3152,2,653,784,48,920,224,3097
3380,3040,619,3059,1632,861,468,1174,2814,119
3381,2248,1079,2758,2094,2323,653,920,224,2798
3382,308,3152,496,1846,653,2668,2282,920,224
3383,1234,3152,1936,861,489,1281,2814,119,1644
3384,1550,1417,1082,1202,653,856,48,920,224
3385,1951,3152,2,653,2668,2928,920,224,3097
3386,2347,1535,2256,2504,989,653,181,1244,2928
3387,1948,3152,2984,1047,1263,2063,920,224,810
3388,1521,307,1246,653,1740,1649,920,224,810
3389,2846,619,2984,1145,846,1881,2282,920,224
3390,1234,3152,2984,1911,861,823,1649,920,224
3391,1951,3152,2758,1127,653,784,247,920,224
3392,670,1222,1585,2715,2323,2038,846,920,224
3393,1234,3152,967,1127,2323,2059,2063,920,224
3394,1121,2864,1021,1782,2323,1818,3164,920,224
3395,308,3152,846,759,2282,920,224,810,972
3396,2554,2060,2334,861,2484,3023,920,224,3097
3397,515,1222,3163,861,2484,1649,920,1907,1612
3398,308,3152,1053,861,2484,2003,920,224,3097
3399,1234,3152,677,861,2484,3023,920,224,810
3400,515,165,967,846,759,1649,920,224,810
3401,1234,3152,846,759,757,920,1907,2185,2986
3402,1948,3152,1572,3111,653,126,2063,920,1907
3403,308,490,2315,861,489,3116,920,224,3097
3404,1948,3152,2,1938,653,402,2919,2814,119
3405,1234,3152,498,989,653,784,1649,920,224
3406,1948,3152,967,846,1203,3045,2814,119,451
3407,2605,509,937,861,152,1649,920,224,3097
3408,308,3152,1301,861,2484,846,920,224,810
3409,1951,421,496,846,1687,2063,920,224,3097
3410,1234,3152,2281,861,213,2003,920,224,3097
3411,1234,3152,2334,2425,861,425,1085,920,224
3412,1951,3152,677,1632,2928,473,3045,2814,119
3413,1234,3152,2256,2504,507,861,218,1649,920
3414,1951,3152,1522,1297,846,1203,48,920,224
3415,1521,3152,2256,2504,507,861,1546,861,978
3416,194,1417,3022,846,151,1085,920,224,3097
3417,308,3152,2334,1014,861,489,2282,920,224
3418,89,1191,1081,1999,846,1203,861,920,224
3419,1951,2770,496,2323,1818,2282,920,224,3097
3420,515,1696,1242,656,653,861,920,224,810
3421,194,2918,2984,2799,653,2119,2282,920,224
3422,308,3152,1053,2053,653,2224,846,920,224
3423,2605,1222,2984,861,2505,2282,920,224,3097
3424,1951,165,967,653,369,2063,920,224,810
3425,308,3152,2952,236,861,2073,846,920,224
3426,2846,1713,2789,507,861,1546,2928,920,224
3427,1234,3152,899,485,2394,861,2427,2323,920
3428,2554,3152,499,656,349,247,920,1144,1761
3429,1521,307,2979,846,1633,1649,920,224,810
3430,2605,1191,2984,1999,846,2063,920,224,3097
3431,1521,1191,967,846,2596,2282,920,224,810
3432,2554,2060,2941,2024,846,654,48,920,224
3433,308,3152,833,48,2016,2282,920,224,810
3434,1234,3152,2256,2504,507,861,218,3084,365
3435,1951,3152,2440,1202,846,1203,2063,920,1144
3436,308,2941,1873,861,1546,1085,920,224,3097
3437,1521,3152,2979,2595,653,402,3164,920,224
3438,2347,1943,3022,2587,861,2073,861,920,224
3439,2846,3152,967,653,1403,2003,2814,119,1644
3440,3040,2918,2984,846,1203,2003,920,224,810
3441,1234,3152,2256,2504,507,846,241,653,2170
3442,1640,3152,2300,2141,846,654,2928,920,1144
3443,1234,3152,2984,861,2164,2063,920,224,3097
3444,1948,421,2307,1780,846,654,2063,920,1144
3445,1948,421,2,2587,861,2073,846,920,224
3446,308,3152,833,846,654,846,920,224,3097
3447,308,3152,3022,692,861,537,48,920,224
3448,515,1222,2620,2053,861,152,3164,920,224
3449,1550,1191,3091,861,152,1649,920,224,810
3450,1948,421,677,861,152,757,920,224,810
3451,1951,3152,937,295,1047,3127,1085,920,1907
3452,2347,221,885,653,1569,1085,920,1907,1612
3453,308,3152,1301,861,2611,48,920,1907,2185
3454,308,1513,653,600,2003,920,224,3097,1442
3455,1521,1191,186,861,152,2625,920,224,810
3456,1948,3152,2758,3084,846,920,224,810,1161
3457,1550,3152,498,2024,2323,1697,48,920,1907
3458,1133,619,2984,570,846,2329,48,920,224
3459,1948,1565,937,2928,1659,3164,920,1907,2185
3460,1234,3152,273,2928,3064,861,920,224,3097
3461,515,1222,1301,2799,861,2297,1085,920,224
3462,1948,3152,1541,570,2928,2878,1649,920,224
3463,308,3152,273,2373,653,359,1085,920,1907
3464,2605,1222,2334,861,425,757,920,224,810
3465,515,1222,490,861,2611,757,920,224,810
3466,1449,509,2481,1252,846,1340,757,920,1907
3467,1051,2918,2334,846,759,1777,920,224,810
3468,1640,3152,1053,2404,861,2484,3164,920,224
3469,308,3152,2952,861,2484,1085,920,224,810
3470,1726,1417,677,861,213,1174,2814,119,451
3471,3048,3152,1186,861,1974,861,920,224,3097
3472,2248,619,2354,861,2484,48,920,1907,1612
3473,308,3152,499,861,1974,653,920,224,3097
3474,1234,3152,1053,861,2484,861,920,224,810
3475,2554,2060,603,861,152,757,920,224,810
3476,2554,619,499,846,673,861,920,224,3097
3477,1521,1535,833,861,1974,3164,920,224,3097
3478,2846,2918,2984,846,673,757,920,224,3097
3479,1234,3152,885,798,653,1569,1649,920,224
3480,308,3152,677,1145,653,2033,2003,920,224
3481,1234,3152,1464,653,2224,2282,920,1907,2185
3482,515,3152,382,846,1633,2919,920,224,3097
3483,1121,2918,171,48,699,2330,2814,119,1644
3484,515,294,1909,846,2410,691,2814,119,1644
3485,308,3152,498,3134,846,984,2063,920,1907
3486,2846,619,1301,861,2763,2003,920,224,3097
3487,1521,1535,677,1498,653,1403,1777,920,224
3488,1234,3152,677,3052,861,2164,846,920,224
3489,1051,2770,677,846,1203,1085,920,1907,2185
3490,308,3152,380,732,861,2297,48,920,1907
3491,1550,1618,1215,507,653,402,48,920,1907
3492,2846,2918,2029,846,1687,3023,920,224,810
3493,515,3152,2121,1617,653,1430,3164,920,224
3494,1521,1535,2121,293,846,151,1649,920,1907
3495,2347,1222,677,653,1085,920,1907,2185,298
3496,2605,2464,2029,1875,861,2297,1085,920,1907
3497,515,165,2300,861,2073,846,920,224,3097
3498,1234,3152,2963,861,2073,2063,920,1907,2185
3499,89,216,677,1788,861,2297,1085,920,1907
3500,308,3152,1053,653,2224,2063,920,224,3097
3501,1951,2770,899,1655,507,861,2427,2323,920
3502,2347,3152,2307,2024,1047,2690,653,920,1144
3503,515,3152,2256,2504,566,507,2795,1197,653
3504,1951,2770,2256,2504,566,507,2795,1197,653
3505,308,3152,2687,507,846,673,2928,851,920
3506,1521,3152,1707,861,3164,920,224,3097,400
3507,1948,421,1016,2928,48,920,224,3097,0
3508,1234,3152,1952,653,210,48,920,224,810
3509,1951,2770,466,2928,2485,3164,920,224,3097
3510,2347,1222,2256,2504,566,507,2795,1197,2928
3511,308,2908,723,844,846,3003,2323,920,1144
3512,1948,3152,2979,2928,2198,2063,920,224,3097
3513,1948,3152,2256,2504,566,507,2795,1197,846
3514,1948,3152,499,2587,861,2484,846,920,1144
3515,1234,3152,956,653,2103,48,920,224,810
3516,1449,619,2,1086,861,468,653,920,224
3517,1951,3152,9,2934,861,1974,1649,920,224
3518,2069,3152,1053,237,861,152,3164,920,224
3519,1121,294,833,653,48,920,224,810,85
3520,308,3152,2,2279,2928,473,2063,920,224
3521,1948,3152,3022,423,861,1771,2063,920,224
3522,1951,3152,3058,2156,653,359,1649,920,224
3523,1951,3152,2256,2504,566,507,2795,1197,2928
3524,1948,421,653,54,3164,920,224,810,3142
3525,2846,2918,428,846,1758,48,920,224,3097
3526,1234,3152,2256,2504,566,507,2795,1197,846
3527,3048,1191,374,1463,861,2484,846,920,224
3528,308,3152,2984,653,2243,1085,920,224,810
3529,515,294,967,846,759,2063,920,224,2867
3530,1550,509,586,2923,653,2528,861,920,224
3531,3048,2918,2300,846,673,846,920,1144,1761
3532,515,1222,2300,507,653,2322,2928,920,1144
3533,839,1191,586,1361,861,2433,653,920,224
3534,1234,3152,917,2928,2351,846,920,224,3097
3535,308,1081,2516,653,600,2063,920,224,810
3536,2605,509,967,861,2073,757,920,224,3097
3537,2858,2446,2593,2503,861,2484,1047,920,224
3538,1951,3152,2212,653,1230,48,920,224,810
3539,3048,378,1081,861,468,1085,920,224,3097
3540,1554,1535,2256,2504,507,861,2427,861,920
3541,1234,3152,2872,656,861,2484,1047,920,224
3542,1550,1618,2104,2928,473,2063,920,224,3097
3543,515,221,2256,2504,566,507,2795,1197,861
3544,1948,3152,3022,861,187,846,920,224,3097
3545,1951,2770,2941,1780,2928,2518,846,920,1144
3546,1550,509,2702,1899,653,126,861,920,224
3547,1951,3152,2196,507,653,2322,48,920,224
3548,1234,3152,2256,2504,566,507,2795,1197,861
3549,1234,3152,861,152,846,920,224,810,1302
3550,308,3152,2,1899,861,1320,3164,920,224
3551,1948,421,3022,1110,861,2484,1649,920,224
3552,1234,3152,1081,653,2668,2063,920,224,3097
3553,670,2864,1053,861,2857,48,920,224,3097
3554,3040,3152,2872,2024,653,210,3164,920,224
3555,308,3152,677,653,1440,1649,920,1907,2185
3556,1951,3152,2192,1617,3084,1002,2928,920,1907
3557,1948,3152,677,653,1093,846,920,1907,2185
3558,1234,3152,2963,2418,3084,861,920,224,810
3559,1948,3152,2663,2928,1590,2063,920,224,3097
3560,1234,3152,1301,2928,473,3164,920,224,810
3561,308,3152,2937,1788,48,765,2063,920,1907
3562,1521,1191,2481,1361,846,2639,3164,920,224
3563,1726,1417,1541,570,861,468,1085,920,1907
3564,308,3152,1538,2323,676,1649,920,224,810
3565,1234,3152,1294,2323,2070,2282,920,1907,2185
3566,1449,1191,1301,1047,1078,653,920,1907,2185
3567,308,3152,2354,861,152,653,920,224,3097
3568,1948,3152,49,198,656,3084,2444,2928,920
3569,2846,2918,967,861,2297,846,920,224,810
3570,1234,3152,2255,48,846,920,224,3097,1997
3571,1951,3152,340,2132,2928,1679,2928,920,224
3572,515,294,677,846,1881,1777,920,224,810
3573,515,294,2121,653,1047,920,1907,2185,2538
3574,308,490,846,1881,2063,920,1907,2185,298
3575,1948,3152,1541,653,54,2063,920,1907,2185
3576,1951,421,3047,1490,2928,2518,846,920,1907
3577,3040,619,1301,861,2297,2282,920,1907,2185
3578,670,619,357,653,210,48,920,224,810
3579,1051,216,490,846,3103,1174,2814,119,1644
3580,3048,1417,3022,861,2493,48,920,224,810
3581,1948,421,2017,653,1499,2063,920,224,810
3582,2347,2864,2872,507,653,210,2063,920,224
3583,308,3152,2963,1979,653,210,2282,920,224
3584,515,221,2872,1979,653,210,846,920,224
3585,1948,3152,956,861,2484,48,920,224,810
3586,1121,1191,2481,2286,861,1546,2323,920,224
3587,1234,3152,2872,1297,861,2484,846,920,224
3588,1550,421,3022,798,861,2484,653,920,224
3589,1948,3152,899,1655,2024,861,960,653,920
3590,2846,2918,1936,846,3103,3023,920,224,810
3591,2605,3152,3047,1719,514,861,960,2342,3084
3592,1948,421,3163,861,1974,2063,920,224,810
3593,1234,3152,2066,1685,846,673,861,920,224
3594,2846,619,2984,846,673,1649,920,224,3097
3595,2554,294,1301,653,811,2063,920,1907,2185
3596,1951,2770,885,2323,595,48,920,1907,1612
3597,2347,1191,1301,861,2368,2063,920,1907,2185
3598,308,3152,591,2628,1354,2323,595,2855,3164
3599,515,3152,677,1911,846,1139,1085,920,1907
3600,2846,684,2984,491,861,2484,2282,920,224
3601,1948,421,1095,798,846,673,846,920,224
3602,1948,421,2192,2323,92,861,920,1907,2185
3603,1948,421,833,653,1569,1649,920,224,810
3604,1234,3152,1301,653,1569,3164,920,1907,2185
3605,1234,3152,90,846,673,2282,920,224,810
3606,454,1535,1294,861,2845,757,920,224,810
3607,2554,1417,1464,861,1621,757,920,224,810
3608,1951,421,937,861,2484,861,920,1907,2185
3609,1948,3152,2963,1931,653,2931,3164,920,224
3610,1521,307,3047,2323,1427,2209,861,920,224
3611,308,3152,1464,861,213,2003,920,224,810
3612,2248,2918,206,2203,2928,2738,861,920,224
3613,1051,1417,833,653,48,920,224,810,553
3614,454,1535,2984,207,653,784,1649,920,224
3615,515,221,2818,2716,653,1569,3164,920,224
3616,1726,3152,2256,3141,507,861,960,550,2928
3617,1521,1535,1936,846,3103,846,920,224,810
3618,2248,2770,1585,653,784,48,920,224,810
3619,1234,3152,2593,1388,653,1225,2063,920,224
3620,1234,3152,586,2923,846,2639,3023,920,224
3621,1726,433,2872,653,784,48,920,224,3097
3622,1234,3152,956,2928,473,48,920,224,3097
3623,308,3152,2789,507,861,2637,3164,920,224
3624,308,3152,2984,653,1569,846,920,224,810
3625,1234,3152,2256,3141,507,2928,1605,777,2323
3626,670,2864,2196,507,2928,582,861,920,224
3627,1948,421,2334,653,2243,3164,920,224,2867
3628,1948,3152,1952,861,44,2063,920,224,3097
3629,1121,2918,499,861,736,2323,920,224,810
3630,1234,3152,2984,2928,2012,3164,920,224,810
3631,1726,1417,374,477,1047,1375,349,920,224
3632,194,433,967,674,653,210,3164,920,224
3633,2846,2918,2984,2323,1963,2063,920,224,3097
3634,194,509,2984,2928,2485,1777,920,224,3097
3635,2846,476,2,536,861,2555,3164,920,224
3636,1234,3152,1464,861,1955,2282,920,224,810
3637,1948,3152,357,653,1061,3164,920,1907,2185
3638,1121,1191,2937,478,861,1615,2003,920,1907
3639,308,3152,899,1655,656,861,1941,2063,920
3640,1951,421,2937,653,3164,920,1907,2185,1043
3641,1948,833,653,2243,2063,920,224,810,1448
3642,1951,2770,1936,846,1687,1174,2814,119,1644
3643,438,294,2334,653,2243,757,920,224,810
3644,1951,3152,1510,1788,653,210,48,920,1907
3645,89,2918,1464,861,213,266,2814,119,1644
3646,1948,3152,2937,656,653,856,2063,920,1907
3647,1948,1565,1301,2928,461,1047,920,224,810
3648,670,433,937,861,2484,3023,920,224,3097
3649,2347,2918,1030,2024,861,1974,3023,920,224
3650,1554,1417,1513,2323,2658,653,920,224,810
3651,2846,476,2307,2526,807,861,2433,3084,920
3652,1951,3152,1358,861,1974,3164,920,224,2798
3653,308,1301,2323,2658,2063,920,224,810,1614
